City,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO 1st Max Value,CO 1st Max Hour,CO AQI
Athens,19.041667,49,19,46,0.04,10,34,9,21,13,2.2,23,25
Athens,22.958333,36,19,34,0.032,10,27,3,22,4,2.3,0,26
Athens,38.125,51,8,48,0.016,9,14,11,19,16,2.5,8,28
Athens,40.26087,74,8,72,0.033,9,28,16,8,23,3,23,34
Athens,48.45,61,22,58,0.012,9,10,15,7,21,3.7,2,42
Athens,39.95,73,8,71,0.025,10,21,17,7,24,3.6,9,41
Athens,29.625,43,9,41,0.024,10,20,21,7,30,3.5,23,40
Athens,29.666667,41,0,39,0.02,10,17,18,0,26,5.1,2,57
Athens,25.083333,37,20,35,0.022,10,19,13,19,19,2.8,2,32
Athens,37.666667,70,20,68,0.015,9,13,21,20,30,3.7,23,42
Athens,50.5,81,22,80,0.017,10,14,24,22,34,4.5,1,51
Athens,49.125,81,21,80,0.014,9,12,26,21,37,4.2,0,48
Athens,73.285714,117,22,104,0.01,9,8,21,22,30,4.6,23,52
Athens,66.541667,124,10,105,0.018,8,15,29,8,41,5.3,1,59
Athens,53.166667,87,22,86,0.022,9,19,22,20,31,4.5,23,51
Athens,45.75,73,19,71,0.023,9,19,13,19,19,4.8,0,54
Athens,59.25,101,23,101,0.015,8,13,19,23,27,3.9,23,44
Athens,66.791667,101,22,101,0.01,11,8,23,22,33,4.9,2,55
Athens,59.041667,87,20,86,0.013,9,11,22,20,31,4.9,1,55
Athens,48.357143,65,0,63,0.016,10,14,17,21,24,4.1,1,47
Athens,54.5,61,21,58,0.014,9,12,17,22,24,3.5,23,40
Athens,38.083333,64,21,62,0.02,10,17,14,21,20,3.8,0,43
Athens,37.958333,66,20,64,0.036,10,31,14,22,20,4,1,45
Phoenix,53.333333,77,21,76,0.023,10,19,18,21,26,3.3,1,38
Phoenix,42.583333,59,0,56,0.02,9,17,11,0,16,2.9,0,33
Phoenix,27.217391,42,0,40,0.035,10,30,7,1,10,1.4,0,16
Phoenix,53.333333,92,23,91,0.022,10,19,28,23,40,4.2,23,48
Phoenix,42.458333,67,0,65,0.039,10,33,16,0,23,5,1,56
Phoenix,37.875,64,0,62,0.043,10,36,12,1,17,3.6,2,41
Phoenix,50.208333,74,9,72,0.033,10,28,19,23,27,3.2,23,36
Phoenix,57.833333,89,9,88,0.019,9,16,24,9,34,4.2,2,48
Phoenix,41.086957,55,0,52,0.027,10,23,10,5,14,2,12,23
Phoenix,32.909091,48,21,45,0.033,10,28,7,21,10,1.7,2,19
Phoenix,37.208333,54,23,51,0.029,10,25,9,23,13,1.6,23,18
Phoenix,23.208333,48,0,45,0.04,13,34,6,0,9,2,1,23
Phoenix,26.708333,43,21,41,0.041,10,35,3,21,4,1,8,11
Phoenix,33.782609,51,22,48,0.031,10,26,13,23,19,1.9,23,22
Phoenix,40.625,69,21,67,0.029,10,25,22,21,31,2.9,23,33
Phoenix,49.958333,74,14,72,0.022,23,19,12,20,17,3.1,0,35
Phoenix,22.227273,51,23,48,0.044,10,37,8,0,11,2.4,0,27
Phoenix,38.958333,59,23,56,0.028,9,24,9,23,13,1.7,23,19
Phoenix,46.166667,73,22,71,0.025,10,21,23,22,33,3.4,23,39
Phoenix,28.291667,63,1,61,0.028,11,24,17,1,24,4.8,2,54
Phoenix,18.708333,39,23,37,0.031,11,26,2,7,3,0.5,0,6
Phoenix,31.416667,51,21,48,0.037,11,31,5,23,7,0.9,23,10
Phoenix,33.625,51,19,48,0.029,10,25,4,0,6,1.1,0,13
Phoenix,23.130435,49,23,46,0.042,11,36,5,23,7,1.1,0,13
Phoenix,35.583333,53,20,50,0.038,11,32,8,4,11,1.4,5,16
Phoenix,36.875,64,21,62,0.043,10,36,14,22,20,2.1,23,24
Phoenix,37.833333,68,21,66,0.046,10,39,16,0,23,3.5,2,40
Phoenix,20.304348,47,20,44,0.046,9,39,5,23,7,1.3,0,15
Ashland,36.583333,61,23,58,0.04,10,34,14,23,20,1.6,23,18
Ashland,33.869565,55,0,52,0.042,12,36,10,0,14,2.1,2,24
Ashland,38.666667,66,19,64,0.04,10,34,14,22,20,1.8,23,20
Ashland,35.916667,61,0,58,0.044,10,37,10,1,14,2.5,2,28
Ashland,26.958333,49,3,46,0.038,11,32,8,4,11,1.4,7,16
Ashland,18.583333,33,17,31,0.035,7,30,0,0,0,0.6,19,7
Ashland,27.416667,43,16,41,0.034,0,29,0,0,0,0.8,21,9
Ashland,24.083333,41,18,39,0.034,10,29,0,0,0,0.7,0,8
Ashland,27.583333,54,20,51,0.047,11,40,4,7,6,1,9,11
Ashland,31.541667,54,22,51,0.042,11,36,0.6,0,0,1.7,7,19
Ashland,37.136364,60,21,57,0.04,11,34,0.9,20,0,2.1,4,24
Ashland,41.583333,73,20,71,0.054,11,46,0.8,0,0,3.1,4,35
Ashland,38.208333,70,1,68,0.053,10,45,0.6,7,0,3.4,3,39
Ashland,39.652174,67,21,65,0.051,11,43,1.8,23,1,1.9,0,22
Ashland,44.25,67,21,65,0.049,11,42,1.5,21,1,2.1,2,24
Ashland,40.652174,64,0,62,0.051,11,43,1.6,0,1,2.1,2,24
Ashland,36.416667,63,22,61,0.049,11,42,0.2,7,0,1.4,1,16
Ashland,33.875,58,10,55,0.051,12,43,0.4,22,0,1.8,2,20
Ashland,31.125,58,20,55,0.05,11,42,0.9,21,0,1.1,8,13
Ashland,26.875,66,20,64,0.059,10,50,0.9,20,0,1.5,23,17
Ashland,22.416667,53,7,50,0.044,9,37,1.4,0,1,1.7,0,19
Ashland,24.434783,50,20,47,0.041,10,35,0.7,7,0,0.6,21,7
Ashland,33.291667,59,22,56,0.045,11,38,0.9,5,0,1,10,11
Ashland,38.541667,65,20,63,0.048,11,41,0.8,0,0,1.4,23,16
Ashland,47.791667,74,21,72,0.048,11,41,1.1,22,1,1.8,2,20
Ashland,40,74,20,72,0.065,11,67,0.9,1,0,2.7,3,31
Ashland,33.166667,67,0,65,0.062,10,58,0.4,5,0,3,4,34
Ashland,31.478261,51,0,48,0.043,11,36,0.8,23,0,1.9,2,22
Ashland,25.428571,45,22,42,0.036,11,31,0.8,21,0,0.7,12,8
Ashland,29.541667,69,22,67,0.057,11,48,1.2,23,1,1.4,23,16
Ashland,31.458333,58,0,55,0.046,11,39,0.8,0,0,1.8,2,20
Ashland,28.458333,53,22,50,0.039,10,33,0.6,7,0,0.7,22,8
Ashland,26.833333,50,0,47,0.051,9,43,4,7,6,1.4,7,16
Ashland,29.041667,63,21,61,0.058,11,49,5,2,7,1.4,6,16
Ashland,34.333333,66,21,64,0.05,11,42,10,22,14,1.5,23,17
Ashland,37,75,20,73,0.054,10,46,6,20,9,1.7,1,19
Ashland,39.5,68,0,66,0.029,14,25,6,2,9,2,2,23
Ashland,33.928571,69,21,67,0.053,11,45,9,5,13,1.6,23,18
Ashland,44.238095,78,22,77,0.046,10,39,11,22,16,2.1,4,24
Ashland,37.090909,71,19,69,0.06,11,51,5,0,7,2.5,3,28
Ashland,13.125,45,7,42,0.043,15,36,6,6,9,1,8,11
Chicago,20.166667,59,21,56,0.055,11,47,4,22,6,1.2,23,14
Chicago,24.375,57,20,54,0.053,10,45,4,0,6,1.7,2,19
Chicago,23.157895,42,0,40,0.043,11,36,4,6,6,1.1,7,13
Chicago,8.666667,16,4,15,0.052,10,44,0,0,0,0.4,9,5
Chicago,31.166667,75,21,73,0.061,12,54,5,23,7,1.3,23,15
Chicago,41.153846,63,0,61,0.059,10,50,7,6,10,1.9,3,22
Chicago,7.625,12,21,11,0.046,12,39,8,3,11,2.8,3,32
Chicago,17.708333,60,23,57,0.064,12,64,2,23,3,0.7,23,8
Chicago,25.083333,56,0,53,0.064,9,64,7,22,10,1.6,23,18
Chicago,36.5,76,21,74,0.064,11,64,8,21,11,2.2,1,25
Chicago,43.125,74,21,72,0.056,10,47,11,21,16,2.6,3,30
Chicago,41.833333,75,21,73,0.059,11,50,11,22,16,2.7,2,31
Chicago,35.304348,67,0,65,0.054,11,46,9,0,13,2.7,2,31
Chicago,26.590909,42,23,40,0.047,11,40,3,5,4,1.2,9,14
Chicago,15.458333,58,22,55,0.071,10,87,1,8,1,0.7,23,8
Chicago,25.416667,66,22,64,0.073,11,93,6,22,9,1.1,23,13
Chicago,3.791667,8.1,22,8,0.072,11,90,9,6,13,2.1,7,24
Chicago,4.416667,7.5,20,7,0.067,10,74,12,23,17,2,23,23
Chicago,3.441667,7.1,20,7,0.062,11,58,8,21,11,2.5,1,28
Chicago,3.236364,5.7,20,5,0.06,11,51,3,6,4,1.4,1,16
Chicago,2.45,4.6,0,4,0.043,11,36,4,5,6,1.3,7,15
Chicago,1.854167,4.3,1,4,0.046,11,39,4,1,6,1.2,4,14
Chicago,1.554167,3.7,1,3,0.046,10,39,1,2,1,0.9,4,10
Chicago,1.181818,4.7,22,4,0.055,10,47,3,20,4,0.5,9,6
Chicago,2.729167,5.6,21,5,0.058,11,49,3,3,4,1.2,6,14
Chicago,1.383333,3.4,4,3,0.038,10,32,1,8,1,0.8,0,9
Chicago,1.270833,3.2,6,3,0.066,9,71,0,0,0,0.6,6,7
Chicago,3.7,8.3,22,8,0.074,11,97,8,23,11,1.4,23,16
Chicago,5.03125,8.2,0,8,0.076,11,101,13,22,19,2.6,3,30
Chicago,3.458333,7.9,20,7,0.07,10,84,12,21,17,2.8,2,32
Chicago,3.425,5.4,6,5,0.049,10,42,8,6,11,2.9,1,33
Chicago,0.8,1.9,4,1,0.057,12,48,0,0,0,0.6,0,7
Chicago,1.704167,5.9,23,5,0.062,11,58,6,23,9,0.8,9,9
Chicago,4.685714,11.8,22,10,0.053,9,45,8,0,11,1.4,5,16
Chicago,4.1,6.6,1,6,0.07,10,84,8,23,11,1.8,7,20
Chicago,2.072727,3.8,16,3,0.055,10,47,7,5,10,1,9,11
Chicago,2.575,5.2,5,5,0.043,11,36,8,5,11,1.1,8,13
Chicago,2.891667,5.4,15,5,0.05,11,42,3,5,4,0.7,6,8
Dallas,2.725,5.9,13,5,0.06,11,51,2,13,3,0.6,2,7
Dallas,2.341667,4.7,23,4,0.067,10,74,3,16,4,0.9,8,10
Dallas,3.769565,14.8,21,13,0.06,11,51,9,20,13,1.4,6,16
Dallas,3.991667,13.6,20,12,0.048,10,41,12,20,17,1.6,6,18
Dallas,2.966667,10.1,21,9,0.052,10,44,9,21,13,0.8,8,9
Dallas,38.5,106,22,102,0.041,10,35,5,5,7,0.9,6,10
Dallas,29.375,43,21,41,0.042,11,36,3,5,4,0.8,6,9
Dallas,38.5,116,22,104,0.045,11,38,11,22,16,1.5,6,17
Dallas,33.833333,80,21,79,0.057,11,48,8,23,11,1.6,3,18
Dallas,44.285714,84,22,83,0.064,11,64,8,0,11,2,2,23
Dallas,39.227273,66,1,64,0.069,10,80,10,23,14,1.1,2,13
Dallas,34.791667,62,0,60,0.054,11,46,8,1,11,1.7,4,19
Dallas,22.571429,54,23,51,0.032,3,27,3,23,4,0.4,2,5
Dallas,22.958333,55,23,52,0.047,11,40,1,0,1,0.5,23,6
Dallas,30.125,54,23,51,0.053,11,45,2,1,3,0.8,3,9
Dallas,29.291667,66,1,64,0.059,11,50,5,1,7,1.5,4,17
Dallas,35.7,70,22,68,0.052,10,44,9,23,13,1,10,11
Dallas,34.875,60,8,57,0.054,11,46,5,6,7,1.1,6,13
Dallas,26,50,5,47,0.055,11,47,5,5,7,0.8,10,9
Dallas,28.333333,36,2,34,0.048,11,41,4,19,6,0.5,6,6
Dallas,20.333333,37,13,35,0.049,11,42,2,2,3,0.4,11,5
Dallas,15.409091,33,3,31,0.054,10,46,2,3,3,0.3,1,3
Dallas,10.291667,28,20,26,0.049,9,42,4,4,6,0.2,0,2
Dallas,14.409091,24,22,23,0.035,10,30,2,18,3,0.4,10,5
Dallas,23,43,20,41,0.03,7,25,2,22,3,0.5,23,6
Dallas,26.5,45,20,42,0.059,11,50,4,2,6,1.2,6,14
Dallas,34.958333,55,2,52,0.025,15,21,6,4,9,0.9,11,10
Dallas,20.947368,33,0,31,0.038,10,32,5,6,7,0.9,7,10
Dallas,17.916667,33,23,31,0.024,15,20,3,17,4,0.6,23,7
Dallas,15.375,41,22,39,0.048,11,41,0,0,0,0.7,2,8
Dallas,22.166667,42,1,40,0.036,11,31,4,6,6,0.9,7,10
Dallas,17.375,33,4,31,0.054,11,46,2,5,3,0.6,7,7
Dallas,13.583333,29,6,27,0.062,10,58,1,6,1,0.4,9,5
Dallas,25.6,41,5,39,0.062,11,58,0,0,0,0.6,8,7
Dallas,16.083333,31,6,29,0.068,10,77,1,9,1,0.6,0,7
Dallas,13.541667,42,21,40,0.054,10,46,1,21,1,0.6,22,7
Dallas,15.833333,51,22,48,0.062,11,58,2,22,3,0.8,3,9
Dallas,18.782609,35,23,33,0.054,11,46,1,4,1,0.7,4,8
Dallas,24.333333,47,1,44,0.066,10,71,2,1,3,1,6,11
Dallas,32.583333,51,1,48,0.057,11,48,4,5,6,1.1,7,13
Dallas,25.428571,44,6,42,0.061,11,54,4,6,6,0.9,9,10
Dallas,17,37,7,35,0.049,10,42,2,7,3,0.7,7,8
Dallas,10.458333,25,21,24,0.059,10,50,0,1,0,0.5,6,6
Dallas,12.666667,28,23,26,0.051,11,43,0,0,0,0.5,1,6
Dallas,27.625,54,7,51,0.043,10,36,4,6,6,0.9,8,10
Dallas,30.458333,56,20,53,0.047,12,40,3,7,4,0.8,0,9
Dallas,25.708333,44,7,42,0.054,11,46,6,6,9,1,8,11
Dallas,27.47619,44,10,42,0.026,14,22,5,5,7,1,11,11
Dallas,24.136364,55,21,52,0.051,11,43,4,21,6,0.7,23,8
Dallas,17.708333,33,5,31,0.05,10,42,2,5,3,0.8,2,9
Dallas,16.791667,33,0,31,0.061,10,54,2,0,3,0.7,3,8
Dallas,29.652174,46,6,43,0.046,11,39,7,6,10,1.4,7,16
Dallas,29.583333,58,7,55,0.052,11,44,9,7,13,1.5,8,17
Dallas,30,48,22,45,0.047,12,40,10,5,14,1.2,10,14
Dallas,35,48,0,45,0.064,9,64,5,0,7,1.3,7,15
Dallas,17.777778,43,7,41,0.055,9,47,2,6,3,0.7,8,8
Dallas,27.416667,51,0,48,0.062,11,58,3,23,4,1.1,3,13
Dallas,29.833333,48,0,45,0.062,11,58,5,23,7,0.8,6,9
Dallas,24.791667,47,0,44,0.054,10,46,5,0,7,1.3,5,15
Dallas,22.285714,41,7,39,0.052,10,44,9,2,13,0.7,9,8
Dallas,19.875,34,0,32,0.052,11,44,3,5,4,0.7,8,8
Dallas,17.625,58,21,55,0.063,11,61,4,21,6,0.7,22,8
Dallas,13.434783,47,20,44,0.081,10,114,3,3,4,0.7,0,8
Dallas,36.05,73,21,71,0.073,11,93,2,6,3,0.8,23,9
Dallas,22.416667,53,0,50,0.073,10,93,3,0,4,0.9,0,10
Dallas,19.375,44,4,42,0.062,11,58,1,5,1,0.5,7,6
Dallas,19.842105,43,6,41,0.051,10,43,2,7,3,0.3,8,3
Dallas,27.041667,48,21,45,0.062,11,58,3,5,4,0.8,10,9
Dallas,25.625,64,8,62,0.071,11,87,4,8,6,1,8,11
Dallas,10.791667,22,3,21,0.068,10,77,1,5,1,0.2,0,2
Dallas,15.25,40,5,38,0.06,10,51,1,0,1,0.3,9,3
Dallas,26.541667,54,22,51,0.064,13,64,5,21,7,0.4,11,5
Dallas,25.5,51,21,48,0.068,10,77,4,21,6,0.5,7,6
Dallas,25.869565,62,23,60,0.088,12,132,9,22,13,0.6,23,7
Dallas,20.083333,44,1,42,0.058,10,49,9,6,13,0.6,0,7
Dallas,14.875,27,22,25,0.074,11,97,4,13,6,0.3,21,3
Dallas,12.666667,30,2,28,0.071,10,87,5,21,7,0.4,0,5
Dallas,22.952381,47,6,44,0.072,11,90,7,6,10,0.6,11,7
Dallas,21.125,44,5,42,0.063,11,61,1,4,1,0.5,8,6
Dallas,21.208333,43,6,41,0.075,11,100,0,0,0,0.4,8,5
Dallas,16.380952,41,5,39,0.042,16,36,1,4,1,0.4,12,5
Dallas,24,53,5,50,0.062,12,58,5,10,7,0.6,8,7
Dallas,26.208333,60,23,57,0.076,10,101,3,23,4,1,23,11
Dallas,21.375,47,21,44,0.063,10,61,2,22,3,1.2,1,14
Dallas,27.833333,51,21,48,0.056,11,47,6,21,9,0.9,23,10
Dallas,27.458333,48,4,45,0.053,11,45,3,3,4,0.9,0,10
Dallas,26,59,23,56,0.056,11,47,2,23,3,0.8,23,9
Dallas,25.142857,52,6,49,0.073,11,93,1,6,1,0.8,0,9
Dallas,24,46,5,43,0.062,11,58,1,5,1,0.6,10,7
Dallas,23.291667,48,2,45,0.069,10,80,2,5,3,1,6,11
Dallas,14.5,28,23,26,0.053,12,45,2,1,3,0.5,0,6
Dallas,22.608696,43,7,41,0.06,11,51,1,6,1,0.6,10,7
Dallas,19.166667,38,23,36,0.032,11,27,0,0,0,0.5,9,6
Dallas,24.25,43,23,41,0.044,9,37,3,1,4,0.8,6,9
Dallas,28.363636,58,20,55,0.042,10,36,2,2,3,0.7,2,8
Dallas,28.727273,43,22,41,0.024,9,20,8,23,11,1.6,23,18
Dallas,24.666667,43,0,41,0.043,10,36,10,0,14,2.7,3,31
Dallas,21.791667,46,21,43,0.04,10,34,6,0,9,2,3,23
Dallas,26.291667,52,21,49,0.055,10,47,6,1,9,2.1,3,24
Dallas,36.208333,51,21,48,0.04,10,34,9,5,13,1.9,1,22
Dallas,27.041667,43,0,41,0.038,11,32,4,6,6,0.9,9,10
Dallas,35.238095,58,19,55,0.057,10,48,6,3,9,1.2,7,14
Dallas,29.166667,42,22,40,0.046,11,39,3,6,4,0.9,11,10
Dallas,26.875,58,20,55,0.052,10,44,2,3,3,1,4,11
Dallas,17.625,37,22,35,0.065,10,67,1,0,1,1.1,1,13
Dallas,25.85,41,21,39,0.041,10,35,4,5,6,1,11,11
Dallas,32,58,19,55,0.048,10,41,6,5,9,1.3,6,15
Dallas,40.541667,73,19,71,0.024,14,20,9,1,13,2.1,4,24
Dallas,37.666667,59,21,56,0.053,10,45,6,0,9,1.4,1,16
Dallas,37.190476,61,20,58,0.053,10,45,8,0,11,1.3,23,15
Dallas,34.708333,79,22,78,0.076,10,101,5,22,7,1.5,1,17
Dallas,24.375,62,0,60,0.057,10,48,3,22,4,1.5,1,17
Dallas,16.125,29,5,27,0.043,11,36,1,5,1,0.8,0,9
Dallas,28.916667,55,22,52,0.053,10,45,7,22,10,1.1,23,13
Dallas,26.3,50,21,47,0.028,14,24,3,0,4,1.3,1,15
Dallas,17.916667,33,4,31,0.039,12,33,3,16,4,0.6,0,7
Dallas,18.25,33,4,31,0.036,10,31,5,5,7,0.6,7,7
Dallas,38.130435,64,19,62,0.052,9,44,8,19,11,1.5,8,17
Dallas,33.708333,72,20,70,0.054,10,46,6,21,9,1.1,0,13
Dallas,39.944444,70,20,68,0.044,9,37,7,6,10,1.2,1,14
Dallas,35.416667,53,19,50,0.045,10,38,5,6,7,1.3,2,15
Dallas,33.166667,55,18,52,0.039,9,33,6,7,9,1.5,1,17
Dallas,26.583333,37,20,35,0.047,10,40,6,5,9,1.9,5,22
Dallas,21.458333,32,0,30,0.043,10,36,2,2,3,0.9,3,10
Dallas,31.291667,43,19,41,0.034,10,29,6,6,9,1.1,8,13
Dallas,32.083333,58,19,55,0.031,10,26,4,6,6,1.1,7,13
Dallas,29.894737,51,20,48,0.027,9,23,4,21,6,1.3,23,15
Dallas,30.708333,58,19,55,0.04,10,34,5,19,7,1.7,2,19
Dallas,42.347826,74,18,72,0.044,9,37,12,23,17,2.7,23,31
Dallas,35,68,0,66,0.045,10,38,11,0,16,4.1,2,47
Dallas,12.166667,29,0,27,0.031,9,26,1,0,1,1.1,0,13
Dallas,14.041667,30,18,28,0.035,8,30,1,9,1,0.1,6,1
Dallas,17.041667,32,18,30,0.028,9,24,1,12,1,0.3,19,3
Dallas,18.590909,47,22,44,0.033,10,28,1,0,1,0.5,23,6
Dallas,35.75,56,20,53,0.038,10,32,6,23,9,1.4,23,16
Dallas,44,65,23,63,0.036,10,31,8,23,11,2.2,6,25
Dallas,42.791667,70,20,68,0.046,10,39,10,23,14,3.1,4,35
Dallas,39.25,72,19,70,0.052,9,44,10,22,14,3.9,5,44
Dallas,41.958333,69,19,67,0.046,10,39,7,1,10,3.1,3,35
Dallas,42.333333,65,0,63,0.04,10,34,10,1,14,2.8,6,32
Dallas,35.75,56,1,53,0.034,8,29,9,1,13,2.1,2,24
Dallas,33.695652,51,9,48,0.011,0,9,5,9,7,1.3,13,15
Dallas,30.291667,53,22,50,0.039,10,33,9,23,13,2.5,23,28
Dallas,22.791667,48,0,45,0.028,23,24,7,0,10,3.4,2,39
Dallas,14.958333,34,18,32,0.031,9,26,1,18,1,0.5,19,6
Dallas,26.666667,41,7,39,0.021,8,18,3,8,4,0.7,21,8
Dallas,30,54,20,51,0.019,13,16,2,9,3,1.1,23,13
Dallas,38.052632,55,20,52,0.029,8,25,7,7,10,2.6,7,30
Dallas,30.708333,58,20,55,0.039,10,33,4,0,6,2.4,3,27
Dallas,29.791667,48,0,45,0.013,17,11,3,7,4,1.3,0,15
Dallas,21.25,42,20,40,0.038,10,32,2,21,3,1,23,11
Dallas,20.208333,44,19,42,0.036,10,31,3,22,4,1.3,23,15
Dallas,25.708333,37,17,35,0.021,8,18,2,8,3,1.4,1,16
Dallas,29.909091,53,22,50,0.033,9,28,4,7,6,1.8,11,20
Dallas,34.958333,58,20,55,0.021,9,18,5,20,7,1.8,23,20
Dallas,35.545455,53,18,50,0.015,9,13,5,23,7,1.9,0,22
Dallas,35.333333,49,0,46,0.013,9,11,4,0,6,1.9,6,22
Dallas,24.458333,38,0,36,0.021,10,18,2,3,3,0.8,0,9
Dallas,27.541667,56,20,53,0.035,10,30,3,20,4,1.4,23,16
Dallas,35.529412,46,17,43,0.008,9,7,3,21,4,1.9,23,22
Dallas,26.590909,41,18,39,0.02,9,17,3,19,4,2.2,1,25
Dallas,31.791667,56,7,53,0.022,10,19,9,7,13,1.9,23,22
Dallas,30.416667,51,19,48,0.02,9,17,5,20,7,2.1,0,24
Dallas,24,37,0,35,0.027,10,23,1,0,1,1.8,0,20
Dallas,20.666667,36,20,34,0.036,10,31,2,8,3,1,9,11
Dallas,28.208333,48,21,45,0.029,10,25,5,21,7,1.6,23,18
Dallas,35.791667,62,20,60,0.024,9,20,8,7,11,2.6,23,30
Dallas,36,47,22,44,0.013,9,11,5,0,7,3.1,1,35
Dallas,39.708333,65,8,63,0.023,10,19,9,8,13,2.1,23,24
Dallas,37.833333,63,21,61,0.019,9,16,10,21,14,2.7,23,31
Dallas,41.608696,67,8,65,0.018,9,15,11,9,16,3.3,2,38
Dallas,28.833333,52,20,49,0.038,9,32,6,20,9,1.8,23,20
Dallas,40.333333,61,20,58,0.018,9,15,10,21,14,3,3,34
Dallas,38.952381,57,18,54,0.016,8,14,8,18,11,2.8,1,32
Dallas,29.727273,44,23,42,0.019,7,16,4,23,6,1.6,0,18
Dallas,33.272727,64,10,62,0.023,11,19,7,10,10,1.1,11,13
Dallas,41.863636,71,19,69,0.007,9,6,12,21,17,3.3,0,38
Dallas,42.791667,73,21,71,0.014,9,12,13,21,19,3.8,23,43
Dallas,43.26087,70,22,68,0.017,9,14,14,22,20,4.5,1,51
Dallas,45.73913,61,22,58,0.006,7,5,11,0,16,4.2,1,48
Dallas,35.25,59,0,56,0.021,10,18,10,0,14,3.9,1,44
Dallas,31.625,58,21,55,0.032,9,27,11,21,16,2.9,23,33
Dallas,35.409091,53,21,50,0.022,9,19,10,6,14,3.6,2,41
Dallas,47.428571,67,20,65,0.022,9,19,11,20,16,2.9,23,33
Dallas,44.5,76,21,74,0.008,9,7,14,21,20,3.4,23,39
Dallas,47.75,73,1,71,0.01,9,8,14,20,20,4.3,2,49
Dallas,38.666667,56,20,53,0.014,9,12,9,8,13,3.3,0,38
Dallas,37.375,56,20,53,0.017,9,14,10,23,14,2.7,23,31
Dallas,31.291667,46,0,43,0.006,9,5,7,0,10,3.2,1,36
Dallas,33.291667,58,20,55,0.019,9,16,10,8,14,2,23,23
Dallas,27.142857,43,23,41,0.023,13,19,5,9,7,2,0,23
Dallas,33.958333,55,20,52,0.018,9,15,7,20,10,2.3,23,26
Dallas,40,57,20,54,0.013,8,11,7,7,10,2.7,1,31
Dallas,42.25,67,21,65,0.011,10,9,9,21,13,2.6,23,30
Dallas,39.541667,63,23,61,0.012,9,10,10,23,14,3.1,23,35
Dallas,42.333333,68,22,66,0.014,9,12,9,1,13,5,5,56
Dallas,31.454545,61,8,58,0.023,9,19,12,8,17,2.9,1,33
Dallas,51.5,86,9,85,0.012,9,10,18,22,26,3.6,23,41
Dallas,40.791667,60,0,57,0.008,8,7,12,0,17,4.2,1,48
Dallas,45.791667,70,19,68,0.007,8,6,15,22,21,3.4,23,39
Dallas,41.041667,67,20,65,0.012,9,10,17,20,24,3.6,23,41
Dallas,35.458333,62,22,60,0.023,9,19,13,22,19,3.9,1,44
Dallas,37.541667,69,22,67,0.021,9,18,16,22,23,4.1,1,47
Dallas,22.875,41,1,39,0.034,10,29,6,1,9,4.6,2,52
Dallas,26.956522,44,9,42,0.022,9,19,7,7,10,1.1,9,13
Dallas,35.666667,61,22,58,0.018,9,15,13,22,19,2.6,23,30
Dallas,44.590909,63,23,61,0.011,8,9,13,23,19,3.3,1,38
Dallas,50.318182,75,23,73,0.01,9,8,17,23,24,3.6,23,41
Dallas,38.125,65,0,63,0.026,10,22,13,0,19,5,3,56
Dallas,36.666667,69,21,67,0.021,9,18,14,21,20,3.8,23,43
Dallas,47.208333,102,21,101,0.039,9,33,2,0,3,1.3,23,15
Dallas,28.083333,79,23,78,0.027,10,23,2,0,3,1.3,0,15
Dallas,62.714286,170,19,114,0.032,22,27,4,19,6,1.7,11,19
Dallas,56.25,169,21,114,0.046,9,39,5,21,7,1.9,23,22
Dallas,105.5,162,21,113,0.023,9,19,4,20,6,2.3,1,26
Dallas,69.565217,173,7,115,0.038,9,32,2,7,3,2,0,23
Dallas,72,199,19,120,0.045,9,38,5,19,7,2.4,23,27
Dallas,82.083333,155,21,111,0.033,9,28,2,20,3,2.8,1,32
Dallas,74.5,178,20,116,0.035,10,30,2,18,3,2.1,23,24
Dallas,135.1875,267,20,132,0.04,10,34,5,19,7,2.6,23,30
Dallas,107.545455,241,20,127,0.047,10,40,5,20,7,2.9,0,33
Dallas,123.333333,224,19,124,0.046,10,39,3,13,4,3.3,1,38
Dallas,135.333333,256,20,130,0.038,10,32,4,19,6,3.1,23,35
Dallas,56.125,193,19,118,0.068,9,77,3,0,4,3.1,0,35
Dallas,113.083333,225,21,124,0.066,10,71,5,16,7,3,23,34
Dallas,73.041667,222,0,124,0.057,10,48,3,0,4,3.1,0,35
Dallas,94.791667,233,20,126,0.05,10,42,3,0,4,2.6,23,30
Dallas,110.136364,208,23,121,0.038,10,32,7,7,10,2.9,1,33
Dallas,139.541667,244,20,128,0.049,10,42,6,8,9,2.9,23,33
Dallas,90.916667,215,21,123,0.053,11,45,6,8,9,2.9,0,33
Dallas,93.833333,217,21,123,0.038,10,32,5,20,7,2.3,23,26
Dallas,70.083333,165,0,113,0.052,10,44,5,0,7,2.6,0,30
Dallas,68.416667,153,2,111,0.064,10,64,5,0,7,2.3,2,26
Dallas,77.772727,195,21,119,0.051,11,43,6,7,9,2.2,23,25
Dallas,55.541667,115,0,104,0.055,10,47,1,0,1,2.3,0,26
Dallas,49.625,150,8,110,0.055,10,47,4,18,6,1.4,8,16
Dallas,59.818182,165,20,113,0.056,10,47,2,7,3,1.4,23,16
